,awardID,yearID,lgID_mvp,playerID,pointsWon,pointsMax,votesFirst,lgID_batting,teamID,nameFirst,nameLast,nameGiven,retroID,bbrefID
87,MVP,1914,NL,doakbi01,5.0,64,0.0,NL,SLN,Bill,Doak,William Leopold,doakb101,doakbi01
88,MVP,1914,NL,eversjo01,50.0,64,,NL,BSN,Johnny,Evers,John Joseph,everj102,eversjo01
89,MVP,1914,NL,fletcar01,5.0,64,0.0,NL,NY1,Art,Fletcher,Arthur,fleta101,fletcar01
90,MVP,1914,NL,grohhe01,2.0,64,0.0,NL,CIN,Heinie,Groh,Henry Knight,grohh101,grohhe01
91,MVP,1914,NL,jamesbi02,33.0,64,,NL,BSN,Bill,James,William Lawrence,jameb102,jamesbi02
92,MVP,1914,NL,mageele01,6.0,64,0.0,NL,SLN,Lee,Magee,Leo Christopher,magel101,mageele01
93,MVP,1914,NL,mageesh01,14.0,64,,NL,PHI,Sherry,Magee,Sherwood Robert,mages101,mageesh01
94,MVP,1914,NL,maranra01,44.0,64,,NL,BSN,Rabbit,Maranville,Walter James Vincent,marar101,maranra01
95,MVP,1914,NL,mathech01,4.0,64,0.0,NL,NY1,Christy,Mathewson,Christopher,mathc102,mathech01
96,MVP,1914,NL,mccarle01,3.0,64,0.0,NL,BRO,Lew,McCarty,George Lewis,mccal102,mccarle01
97,MVP,1914,NL,milledo02,18.0,64,,NL,SLN,Dots,Miller,John Barney,milld102,milledo02
98,MVP,1914,NL,rudoldi01,14.0,64,,NL,BSN,Dick,Rudolph,Richard,rudod101,rudoldi01
99,MVP,1914,NL,saiervi01,4.0,64,0.0,NL,CHN,Vic,Saier,Victor Sylvester,saiev101,saiervi01
100,MVP,1914,NL,schmibu01,4.0,64,0.0,NL,BSN,Butch,Schmidt,Charles John,schmb103,schmibu01
101,MVP,1914,NL,tesreje01,15.0,64,,NL,NY1,Jeff,Tesreau,Charles Monroe,tesrj101,tesreje01
102,MVP,1914,NL,vioxji01,5.0,64,0.0,NL,PIT,Jim,Viox,James Henry,vioxj101,vioxji01
103,MVP,1914,NL,wheatza01,10.0,64,,NL,BRO,Zack,Wheat,Zachariah Davis,wheaz101,wheatza01
104,MVP,1924,NL,alexape01,1.0,80,0.0,NL,CHN,Pete,Alexander,Grover Cleveland,alexg102,alexape01
105,MVP,1924,NL,bottoji01,4.0,80,0.0,NL,SLN,Jim,Bottomley,James Leroy,bottj101,bottoji01
106,MVP,1924,NL,bressru01,6.0,80,0.0,NL,CIN,Rube,Bressler,Raymond Bloom,bresr101,bressru01
107,MVP,1924,NL,careyma01,3.0,80,0.0,NL,PIT,Max,Carey,Max George,carem101,careyma01
108,MVP,1924,NL,cuyleki01,25.0,80,,NL,PIT,Kiki,Cuyler,Hazen Shirley,cuylk101,cuyleki01
109,MVP,1924,NL,deberha01,1.0,80,0.0,NL,BRO,Hank,DeBerry,John Herman,debeh101,deberha01
110,MVP,1924,NL,fournja01,21.0,80,,NL,BRO,Jack,Fournier,John Frank,fourj101,fournja01
111,MVP,1924,NL,friscfr01,40.0,80,,NL,NY1,Frankie,Frisch,Frank Francis,frisf101,friscfr01
112,MVP,1924,NL,grimebu01,5.0,80,0.0,NL,BRO,Burleigh,Grimes,Burleigh Arland,grimb101,grimebu01
113,MVP,1924,NL,hartnga01,5.0,80,0.0,NL,CHN,Gabby,Hartnett,Charles Leo,hartg103,hartnga01
114,MVP,1924,NL,highan01,9.0,80,0.0,NL,BRO,Andy,High,Andrew Aird,higha101,highan01
115,MVP,1924,NL,hornsro01,62.0,80,,NL,SLN,Rogers,Hornsby,Rogers,hornr101,hornsro01
116,MVP,1924,NL,jackstr01,3.0,80,0.0,NL,NY1,Travis,Jackson,Travis Calvin,jackt101,jackstr01
117,MVP,1924,NL,johnsji01,3.0,80,0.0,NL,BRO,Jimmy,Johnston,James Harle,johnj107,johnsji01
118,MVP,1924,NL,kellyge01,34.0,80,,NL,NY1,High Pockets,Kelly,George Lange,kellg101,kellyge01
119,MVP,1924,NL,maranra01,33.0,80,,NL,PIT,Rabbit,Maranville,Walter James Vincent,marar101,maranra01
120,MVP,1924,NL,pinelba01,7.0,80,0.0,NL,CIN,Babe,Pinelli,Ralph Arthur,pineb101,pinelba01
121,MVP,1924,NL,rixeyep01,1.0,80,0.0,NL,CIN,Eppa,Rixey,Eppa,rixee101,rixeyep01
122,MVP,1924,NL,roushed01,12.0,80,,NL,CIN,Edd,Roush,Edd J.,rouse101,roushed01
123,MVP,1924,NL,vanceda01,74.0,80,,NL,BRO,Dazzy,Vance,Charles Arthur,vancd101,vanceda01
124,MVP,1924,NL,wheatza01,40.0,80,,NL,BRO,Zack,Wheat,Zachariah Davis,wheaz101,wheatza01
125,MVP,1924,NL,willicy01,1.0,80,0.0,NL,PHI,Cy,Williams,Fred,willc103,willicy01
126,MVP,1924,NL,wrighgl01,10.0,80,,NL,PIT,Glenn,Wright,Forest Glenn,wrigg102,wrighgl01
127,MVP,1924,NL,ydeem01,2.0,80,0.0,NL,PIT,Emil,Yde,Emil Ogden,yde-e101,ydeem01
128,MVP,1924,NL,youngro01,35.0,80,,NL,NY1,Ross,Youngs,Royce Middlebrook,younr101,youngro01
129,MVP,1925,NL,aldrivi01,1.0,80,0.0,NL,PIT,Vic,Aldridge,Victor,aldrv101,aldrivi01
130,MVP,1925,NL,bancrda01,41.0,80,,NL,BSN,Dave,Bancroft,David James,bancd101,bancrda01
131,MVP,1925,NL,bottoji01,28.0,80,,NL,SLN,Jim,Bottomley,James Leroy,bottj101,bottoji01
132,MVP,1925,NL,careyma01,11.0,80,,NL,PIT,Max,Carey,Max George,carem101,careyma01
133,MVP,1925,NL,cuyleki01,61.0,80,,NL,PIT,Kiki,Cuyler,Hazen Shirley,cuylk101,cuyleki01
134,MVP,1925,NL,donohpe01,4.0,80,0.0,NL,CIN,Pete,Donohue,Peter Joseph,donop102,donohpe01
135,MVP,1925,NL,friscfr01,13.0,80,,NL,NY1,Frankie,Frisch,Frank Francis,frisf101,friscfr01
136,MVP,1925,NL,gautrdo01,2.0,80,0.0,AL,PHA,Doc,Gautreau,Walter Paul,gautd101,gautrdo01
137,MVP,1925,NL,gautrdo01,2.0,80,0.0,NL,BSN,Doc,Gautreau,Walter Paul,gautd101,gautrdo01
138,MVP,1925,NL,grimmch01,5.0,80,0.0,NL,CHN,Charlie,Grimm,Charles John,grimc101,grimmch01
139,MVP,1925,NL,hargrbu01,4.0,80,0.0,NL,CIN,Bubbles,Hargrave,Eugene Franklin,hargb101,hargrbu01
140,MVP,1925,NL,harpege02,3.0,80,0.0,NL,PHI,George,Harper,George Washington,harpg101,harpege02
141,MVP,1925,NL,hornsro01,73.0,80,,NL,SLN,Rogers,Hornsby,Rogers,hornr101,hornsro01
142,MVP,1925,NL,kellyge01,52.0,80,,NL,NY1,High Pockets,Kelly,George Lange,kellg101,kellyge01
143,MVP,1925,NL,luquedo01,5.0,80,0.0,NL,CIN,Dolf,Luque,Adolfo Domingo de Guzman,luqud101,luquedo01
144,MVP,1925,NL,meuseir01,6.0,80,0.0,NL,NY1,Irish,Meusel,Emil Frederick,meusi101,meuseir01
145,MVP,1925,NL,roushed01,12.0,80,,NL,CIN,Edd,Roush,Edd J.,rouse101,roushed01
146,MVP,1925,NL,sandhe01,3.0,80,0.0,NL,PHI,Heinie,Sand,John Henry,sandh101,sandhe01
147,MVP,1925,NL,traynpi01,27.0,80,,NL,PIT,Pie,Traynor,Harold Joseph,trayp101,traynpi01
148,MVP,1925,NL,vanceda01,42.0,80,,NL,BRO,Dazzy,Vance,Charles Arthur,vancd101,vanceda01
149,MVP,1925,NL,wheatza01,4.0,80,0.0,NL,BRO,Zack,Wheat,Zachariah Davis,wheaz101,wheatza01
150,MVP,1925,NL,wrighgl01,43.0,80,,NL,PIT,Glenn,Wright,Forest Glenn,wrigg102,wrighgl01
151,MVP,1926,NL,alexape01,5.0,80,0.0,NL,CHN,Pete,Alexander,Grover Cleveland,alexg102,alexape01
152,MVP,1926,NL,alexape01,5.0,80,0.0,NL,SLN,Pete,Alexander,Grover Cleveland,alexg102,alexape01
153,MVP,1926,NL,bancrda01,17.0,80,,NL,BSN,Dave,Bancroft,David James,bancd101,bancrda01
154,MVP,1926,NL,bellle01,24.0,80,,NL,SLN,Les,Bell,Lester Rowland,belll101,bellle01
155,MVP,1926,NL,browned02,10.0,80,,NL,BSN,Eddie,Brown,Edward William,browe102,browned02
156,MVP,1926,NL,butlejo02,5.0,80,0.0,NL,BRO,Johnny,Butler,John Stephen,butlj101,butlejo02
157,MVP,1926,NL,carlsha01,16.0,80,,NL,PHI,Hal,Carlson,Harold Gust,carlh101,carlsha01
158,MVP,1926,NL,critzhu01,60.0,80,,NL,CIN,Hughie,Critz,Hugh Melville,crith101,critzhu01
159,MVP,1926,NL,hargrbu01,24.0,80,,NL,CIN,Bubbles,Hargrave,Eugene Franklin,hargb101,hargrbu01
160,MVP,1926,NL,hermaba01,8.0,80,0.0,NL,BRO,Babe,Herman,Floyd Caves,hermb102,hermaba01
161,MVP,1926,NL,hornsro01,7.0,80,0.0,NL,SLN,Rogers,Hornsby,Rogers,hornr101,hornsro01
162,MVP,1926,NL,kellyge01,2.0,80,0.0,NL,NY1,High Pockets,Kelly,George Lange,kellg101,kellyge01
163,MVP,1926,NL,kremera01,32.0,80,,NL,PIT,Ray,Kremer,Remy Peter,kremr101,kremera01
164,MVP,1926,NL,lindsfr01,17.0,80,,NL,NY1,Freddie,Lindstrom,Frederick Charles,lindf101,lindsfr01
165,MVP,1926,NL,maysca01,4.0,80,0.0,NL,CIN,Carl,Mays,Carl William,maysc101,maysca01
166,MVP,1926,NL,ofarrbo01,79.0,80,,NL,SLN,Bob,O'Farrell,Robert Arthur,ofarb101,o'farbo01
167,MVP,1926,NL,pippwa01,12.0,80,,NL,CIN,Wally,Pipp,Walter Clement,pippw101,pippwa01
168,MVP,1926,NL,rhemfl01,20.0,80,,NL,SLN,Flint,Rhem,Charles Flint,rhemf101,rhemfl01
169,MVP,1926,NL,rootch01,8.0,80,0.0,NL,CHN,Charlie,Root,Charles Henry,rootc101,rootch01
170,MVP,1926,NL,southbi01,5.0,80,0.0,NL,NY1,Billy,Southworth,William Harold,soutb101,southbi01
171,MVP,1926,NL,southbi01,5.0,80,0.0,NL,SLN,Billy,Southworth,William Harold,soutb101,southbi01
172,MVP,1926,NL,theveto01,30.0,80,,NL,SLN,Tommy,Thevenow,Thomas Joseph,thevt101,theveto01
173,MVP,1926,NL,traynpi01,14.0,80,,NL,PIT,Pie,Traynor,Harold Joseph,trayp101,traynpi01
174,MVP,1926,NL,walkecu01,1.0,80,0.0,NL,CIN,Curt,Walker,William Curtis,walkc101,walkecu01
175,MVP,1926,NL,wanerpa01,15.0,80,,NL,PIT,Paul,Waner,Paul Glee,wanep101,wanerpa01
176,MVP,1926,NL,wilsoha01,25.0,80,,NL,CHN,Hack,Wilson,Lewis Robert,wilsh102,wilsoha01
177,MVP,1927,NL,alexape01,3.0,80,0.0,NL,SLN,Pete,Alexander,Grover Cleveland,alexg102,alexape01
178,MVP,1927,NL,bottoji01,6.0,80,0.0,NL,SLN,Jim,Bottomley,James Leroy,bottj101,bottoji01
179,MVP,1927,NL,careyma01,3.0,80,0.0,NL,BRO,Max,Carey,Max George,carem101,careyma01
180,MVP,1927,NL,farredo01,4.0,80,0.0,NL,NY1,Doc,Farrell,Edward Stephen,farrd101,farredo01
181,MVP,1927,NL,farredo01,4.0,80,0.0,NL,BSN,Doc,Farrell,Edward Stephen,farrd101,farredo01
182,MVP,1927,NL,friscfr01,66.0,80,,NL,SLN,Frankie,Frisch,Frank Francis,frisf101,friscfr01
183,MVP,1927,NL,grimebu01,4.0,80,0.0,NL,NY1,Burleigh,Grimes,Burleigh Arland,grimb101,grimebu01
184,MVP,1927,NL,hafeych01,1.0,80,0.0,NL,SLN,Chick,Hafey,Charles James,hafec101,hafeych01
185,MVP,1927,NL,haineje01,16.0,80,,NL,SLN,Jesse,Haines,Jesse Joseph,hainj101,haineje01
186,MVP,1927,NL,hargrbu01,6.0,80,0.0,NL,CIN,Bubbles,Hargrave,Eugene Franklin,hargb101,hargrbu01
187,MVP,1927,NL,hartnga01,12.0,80,,NL,CHN,Gabby,Hartnett,Charles Leo,hartg103,hartnga01
188,MVP,1927,NL,hillca01,2.0,80,0.0,NL,PIT,Carmen,Hill,Carmen Proctor,hillc102,hillca01
189,MVP,1927,NL,hornsro01,54.0,80,,NL,NY1,Rogers,Hornsby,Rogers,hornr101,hornsro01
190,MVP,1927,NL,jackstr01,42.0,80,,NL,NY1,Travis,Jackson,Travis Calvin,jackt101,jackstr01
191,MVP,1927,NL,kremera01,14.0,80,,NL,PIT,Ray,Kremer,Remy Peter,kremr101,kremera01
192,MVP,1927,NL,lucasre01,10.0,80,,NL,CIN,Red,Lucas,Charles Fred,lucar102,lucasre01
193,MVP,1927,NL,mayja01,6.0,80,0.0,NL,CIN,Jakie,May,Frank Spruiell,may-j102,mayja01
194,MVP,1927,NL,pettyje01,2.0,80,0.0,NL,BRO,Jesse,Petty,Jesse Lee,pettj103,pettyje01
195,MVP,1927,NL,rootch01,46.0,80,,NL,CHN,Charlie,Root,Charles Henry,rootc101,rootch01
196,MVP,1927,NL,stephri01,3.0,80,0.0,NL,CHN,Riggs,Stephenson,Jackson Riggs,stepr101,stephri01
197,MVP,1927,NL,terrybi01,6.0,80,0.0,NL,NY1,Bill,Terry,William Harold,terrb101,terrybi01
198,MVP,1927,NL,traynpi01,18.0,80,,NL,PIT,Pie,Traynor,Harold Joseph,trayp101,traynpi01
199,MVP,1927,NL,ulricdu01,2.0,80,0.0,NL,PHI,Dutch,Ulrich,Frank W.,ulrid101,ulricdu01
200,MVP,1927,NL,wanerll01,25.0,80,,NL,PIT,Lloyd,Waner,Lloyd James,wanel101,wanerll01
201,MVP,1927,NL,wanerpa01,72.0,80,,NL,PIT,Paul,Waner,Paul Glee,wanep101,wanerpa01
202,MVP,1927,NL,willicy01,6.0,80,0.0,NL,PHI,Cy,Williams,Fred,willc103,willicy01
203,MVP,1927,NL,wilsoha01,9.0,80,0.0,NL,CHN,Hack,Wilson,Lewis Robert,wilsh102,wilsoha01
204,MVP,1928,NL,bentola01,37.0,80,,NL,NY1,Larry,Benton,Lawrence James,bentl101,bentola01
205,MVP,1928,NL,bissode01,3.0,80,0.0,NL,BRO,Del,Bissonette,Delphia Louis,bissd101,bissode01
206,MVP,1928,NL,bottoji01,76.0,80,,NL,SLN,Jim,Bottomley,James Leroy,bottj101,bottoji01
207,MVP,1928,NL,critzhu01,37.0,80,,NL,CIN,Hughie,Critz,Hugh Melville,crith101,critzhu01
208,MVP,1928,NL,douthta01,5.0,80,0.0,NL,SLN,Taylor,Douthit,Taylor Lee,doutt101,douthta01
209,MVP,1928,NL,floweja01,3.0,80,0.0,NL,BRO,Jake,Flowers,D'Arcy Raymond,flowj101,floweja01
210,MVP,1928,NL,fordho01,2.0,80,0.0,NL,CIN,Hod,Ford,Horace Hills,fordh101,fordho01
211,MVP,1928,NL,grimebu01,53.0,80,,NL,PIT,Burleigh,Grimes,Burleigh Arland,grimb101,grimebu01
212,MVP,1928,NL,hafeych01,11.0,80,,NL,SLN,Chick,Hafey,Charles James,hafec101,hafeych01
213,MVP,1928,NL,hartnga01,6.0,80,0.0,NL,CHN,Gabby,Hartnett,Charles Leo,hartg103,hartnga01
214,MVP,1928,NL,hogansh01,17.0,80,,NL,NY1,Shanty,Hogan,James Francis,hogas101,hogansh01
215,MVP,1928,NL,hornsro01,10.0,80,,NL,BSN,Rogers,Hornsby,Rogers,hornr101,hornsro01
216,MVP,1928,NL,jackstr01,16.0,80,,NL,NY1,Travis,Jackson,Travis Calvin,jackt101,jackstr01
217,MVP,1928,NL,lindsfr01,70.0,80,,NL,NY1,Freddie,Lindstrom,Frederick Charles,lindf101,lindsfr01
218,MVP,1928,NL,maranra01,14.0,80,,NL,SLN,Rabbit,Maranville,Walter James Vincent,marar101,maranra01
219,MVP,1928,NL,richbla01,5.0,80,0.0,NL,BSN,Lance,Richbourg,Lance Clayton,richl103,richbla01
220,MVP,1928,NL,thompfr03,1.0,80,0.0,NL,PHI,Fresco,Thompson,Lafayette Fresco,thomf106,thompfr03
221,MVP,1928,NL,traynpi01,28.0,80,,NL,PIT,Pie,Traynor,Harold Joseph,trayp101,traynpi01
222,MVP,1928,NL,vanceda01,13.0,80,,NL,BRO,Dazzy,Vance,Charles Arthur,vancd101,vanceda01
223,MVP,1928,NL,wanerpa01,5.0,80,0.0,NL,PIT,Paul,Waner,Paul Glee,wanep101,wanerpa01
224,MVP,1928,NL,whitnpi01,3.0,80,0.0,NL,PHI,Pinky,Whitney,Arthur Carter,whitp103,whitnpi01
225,MVP,1928,NL,wilsoha01,21.0,80,,NL,CHN,Hack,Wilson,Lewis Robert,wilsh102,wilsoha01
226,MVP,1928,NL,wilsoji01,3.0,80,0.0,NL,PHI,Jimmie,Wilson,James,wilsj105,wilsoji01
227,MVP,1928,NL,wilsoji01,3.0,80,0.0,NL,SLN,Jimmie,Wilson,James,wilsj105,wilsoji01
