awardID,yearID,lgID_mvp,playerID,pointsWon,pointsMax,votesFirst,lgID_batting,teamID,nameFirst,nameLast,nameGiven,retroID,bbrefID
MVP,1932,NL,wilsoji01,5,80,0,NL,SLN,Jimmie,Wilson,James,wilsj105,wilsoji01
MVP,1933,AL,applilu01,1,80,0,AL,CHA,Luke,Appling,Lucius Benjamin,appll101,applilu01
MVP,1933,AL,averiea01,5,80,0,AL,CLE,Earl,Averill,Howard Earl,avere101,averiea01
MVP,1933,AL,bishoma01,1,80,0,AL,PHA,Max,Bishop,Max Frederick,bishm102,bishoma01
MVP,1933,AL,chapmbe01,4,80,0,AL,NYA,Ben,Chapman,William Benjamin,chapb102,chapmbe01
MVP,1933,AL,cochrmi01,5,80,0,AL,PHA,Mickey,Cochrane,Gordon Stanley,cochm101,cochrmi01
MVP,1933,AL,cronijo01,62,80,2,AL,WS1,Joe,Cronin,Joseph Edward,cronj101,cronijo01
MVP,1933,AL,crowdal01,28,80,0,AL,WS1,Alvin,Crowder,Alvin Floyd,crowg102,crowdal01
MVP,1933,AL,dickebi01,9,80,0,AL,NYA,Bill,Dickey,William Malcolm,dickb101,dickebi01
MVP,1933,AL,ferreri01,9,80,0,AL,---,Rick,Ferrell,Richard Benjamin,ferrr101,ferreri01
MVP,1933,AL,foxxji01,74,80,4,AL,PHA,Jimmie,Foxx,James Emory,foxxj101,foxxji01
MVP,1933,AL,gehrich01,32,80,0,AL,DET,Charlie,Gehringer,Charles Leonard,gehrc101,gehrich01
MVP,1933,AL,gehrilo01,39,80,0,AL,NYA,Lou,Gehrig,Henry Louis,gehrl101,gehrilo01
MVP,1933,AL,grovele01,35,80,0,AL,PHA,Lefty,Grove,Robert Moses,grovl101,grovele01
MVP,1933,AL,johnsbo01,5,80,0,AL,PHA,Bob,Johnson,Robert Lee,johnb102,johnsbo01
MVP,1933,AL,kammwi01,1,80,0,AL,CLE,Willie,Kamm,William Edward,kammw101,kammwi01
MVP,1933,AL,kuheljo01,5,80,0,AL,WS1,Joe,Kuhel,Joseph Anthony,kuhej101,kuheljo01
MVP,1933,AL,lazzeto01,6,80,0,AL,NYA,Tony,Lazzeri,Anthony Michael,lazzt101,lazzeto01
MVP,1933,AL,manushe01,54,80,2,AL,WS1,Heinie,Manush,Henry Emmett,manuh101,manushe01
MVP,1933,AL,melilsk01,12,80,0,AL,SLA,Ski,Melillo,Oscar Donald,melis101,melilsk01
MVP,1933,AL,myerbu01,5,80,0,AL,WS1,Buddy,Myer,Charles Solomon,myerb103,myerbu01
MVP,1933,AL,simmoal01,19,80,0,AL,CHA,Al,Simmons,Aloysius Harry,simma101,simmoal01
MVP,1933,AL,westsa01,11,80,0,AL,SLA,Sam,West,Samuel Filmore,wests101,westsa01
MVP,1933,AL,whiteea01,18,80,0,AL,WS1,Earl,Whitehill,Earl Oliver,white102,whiteea01
MVP,1933,NL,bartedi01,3,80,0,NL,PHI,Dick,Bartell,Richard William,bartd101,bartedi01
MVP,1933,NL,bergewa01,44,80,,NL,BSN,Wally,Berger,Walter Anton,bergw101,bergewa01
MVP,1933,NL,bottoji01,6,80,0,NL,CIN,Jim,Bottomley,James Leroy,bottj101,bottoji01
MVP,1933,NL,bushgu01,11,80,,NL,CHN,Guy,Bush,Guy Terrell,bushg101,bushgu01
MVP,1933,NL,cantwbe01,18,80,,NL,BSN,Ben,Cantwell,Benjamin Caldwell,cantb102,cantwbe01
MVP,1933,NL,davissp01,1,80,0,NL,PHI,Spud,Davis,Virgil Lawrence,davis101,davissp01
MVP,1933,NL,deandi01,23,80,,NL,SLN,Dizzy,Dean,Jay Hanna,deand102,deandi01
MVP,1933,NL,frencla01,10,80,,NL,PIT,Larry,French,Lawrence Herbert,frenl101,frencla01
MVP,1933,NL,friscfr01,7,80,0,NL,SLN,Frankie,Frisch,Frank Francis,frisf101,friscfr01
MVP,1933,NL,hafeych01,1,80,0,NL,CIN,Chick,Hafey,Charles James,hafec101,hafeych01
MVP,1933,NL,hartnga01,5,80,0,NL,CHN,Gabby,Hartnett,Charles Leo,hartg103,hartnga01
MVP,1933,NL,hubbeca01,77,80,,NL,NY1,Carl,Hubbell,Carl Owen,hubbc101,hubbeca01
MVP,1933,NL,kleinch01,48,80,,NL,PHI,Chuck,Klein,Charles Herbert,kleic101,kleinch01
MVP,1933,NL,lopezal01,18,80,,NL,BRO,Al,Lopez,Alfonso Ramon,lopea102,lopezal01
MVP,1933,NL,lucasre01,3,80,0,NL,CIN,Red,Lucas,Charles Fred,lucar102,lucasre01
MVP,1933,NL,luquedo01,1,80,0,NL,NY1,Dolf,Luque,Adolfo Domingo de Guzman,luqud101,luquedo01
MVP,1933,NL,mancugu01,24,80,,NL,NY1,Gus,Mancuso,August Rodney,mancg101,mancugu01
MVP,1933,NL,maranra01,11,80,,NL,BSN,Rabbit,Maranville,Walter James Vincent,marar101,maranra01
MVP,1933,NL,martipe01,31,80,,NL,SLN,Pepper,Martin,Johnny Leonard Roosevelt,martp103,martipe01
MVP,1933,NL,medwijo01,5,80,0,NL,SLN,Joe,Medwick,Joseph Michael,medwj101,medwijo01
MVP,1933,NL,moorera01,2,80,0,NL,BSN,Randy,Moore,Randolph Edward,moorr103,moorera01
MVP,1933,NL,ryanbl01,19,80,,NL,NY1,Blondy,Ryan,John Collins,ryanb101,ryanbl01
MVP,1933,NL,schumha02,11,80,,NL,NY1,Hal,Schumacher,Harold Henry,schuh103,schumha02
MVP,1933,NL,terrybi01,35,80,,NL,NY1,Bill,Terry,William Harold,terrb101,terrybi01
MVP,1933,NL,traynpi01,20,80,,NL,PIT,Pie,Traynor,Harold Joseph,trayp101,traynpi01
MVP,1933,NL,vaughar01,2,80,0,NL,PIT,Arky,Vaughan,Joseph Floyd,vauga101,vaughar01
MVP,1933,NL,warnelo01,4,80,0,NL,CHN,Lon,Warneke,Lonnie,warnl101,warnelo01
MVP,1934,AL,averiea01,3,80,0,AL,CLE,Earl,Averill,Howard Earl,avere101,averiea01
MVP,1934,AL,cochrmi01,67,80,,AL,DET,Mickey,Cochrane,Gordon Stanley,cochm101,cochrmi01
MVP,1934,AL,ferrewe01,16,80,,AL,BOS,Wes,Ferrell,Wesley Cheek,ferrw101,ferrewe01
MVP,1934,AL,foxxji01,11,80,,AL,PHA,Jimmie,Foxx,James Emory,foxxj101,foxxji01
MVP,1934,AL,gehrich01,65,80,,AL,DET,Charlie,Gehringer,Charles Leonard,gehrc101,gehrich01
MVP,1934,AL,gehrilo01,54,80,,AL,NYA,Lou,Gehrig,Henry Louis,gehrl101,gehrilo01
MVP,1934,AL,gomezle01,60,80,,AL,NYA,Lefty,Gomez,Vernon Louis,gomel102,gomezle01
MVP,1934,AL,gosligo01,6,80,0,AL,DET,Goose,Goslin,Leon Allen,goslg101,gosligo01
MVP,1934,AL,greenha01,29,80,,AL,DET,Hank,Greenberg,Henry Benjamin,greeh102,greenha01
MVP,1934,AL,hardeme01,4,80,0,AL,CLE,Mel,Harder,Melvin Leroy,hardm101,hardeme01
MVP,1934,AL,higgipi01,3,80,0,AL,PHA,Pinky,Higgins,Michael Franklin,higgm101,higgipi01
MVP,1934,AL,johnsro02,8,80,0,AL,BOS,Roy,Johnson,Roy Cleveland,johnr102,johnsro02
MVP,1934,AL,knickbi01,2,80,0,AL,CLE,Bill,Knickerbocker,William Hart,knicb101,knickbi01
MVP,1934,AL,owenma01,13,80,,AL,DET,Marv,Owen,Marvin James,owenm102,owenma01
MVP,1934,AL,rowesc01,59,80,,AL,DET,Schoolboy,Rowe,Lynwood Thomas,rowes101,rowesc01
MVP,1934,AL,simmoal01,9,80,0,AL,CHA,Al,Simmons,Aloysius Harry,simma101,simmoal01
MVP,1934,AL,troskha01,18,80,,AL,CLE,Hal,Trosky,Harold Arthur,trosh101,troskha01
MVP,1934,AL,werbebi01,8,80,0,AL,BOS,Billy,Werber,William Murray,werbb101,werbebi01
MVP,1934,AL,westsa01,5,80,0,AL,SLA,Sam,West,Samuel Filmore,wests101,westsa01
MVP,1934,NL,bergewa01,13,80,,NL,BSN,Wally,Berger,Walter Anton,bergw101,bergewa01
MVP,1934,NL,boylebu01,4,80,0,NL,BRO,Buzz,Boyle,Ralph Francis,boylb101,boylebu01
MVP,1934,NL,colliri02,32,80,,NL,SLN,Ripper,Collins,James Anthony,collr101,colliri02
MVP,1934,NL,cuyleki01,4,80,0,NL,CHN,Kiki,Cuyler,Hazen Shirley,cuylk101,cuyleki01
MVP,1934,NL,daviscu01,18,80,,NL,PHI,Curt,Davis,Curtis Benton,davic103,daviscu01
MVP,1934,NL,deandi01,78,80,6,NL,SLN,Dizzy,Dean,Jay Hanna,deand102,deandi01
MVP,1934,NL,deanpa01,16,80,,NL,SLN,Paul,Dean,Paul Dee,deanp101,deanpa01
MVP,1934,NL,frankfr02,4,80,0,NL,BSN,Fred,Frankhouse,Frederick Meloy,franf101,frankfr02
MVP,1934,NL,freybe01,4,80,0,NL,CIN,Benny,Frey,Benjamin Rudolph,freyb101,freybe01
MVP,1934,NL,friscfr01,4,80,0,NL,SLN,Frankie,Frisch,Frank Francis,frisf101,friscfr01
MVP,1934,NL,hartnga01,9,80,0,NL,CHN,Gabby,Hartnett,Charles Leo,hartg103,hartnga01
MVP,1934,NL,hermaba01,4,80,0,NL,CHN,Babe,Herman,Floyd Caves,hermb102,hermaba01
MVP,1934,NL,hoytwa01,2,80,0,NL,PIT,Waite,Hoyt,Waite Charles,hoytw101,hoytwa01
MVP,1934,NL,hubbeca01,16,80,,NL,NY1,Carl,Hubbell,Carl Owen,hubbc101,hubbeca01
MVP,1934,NL,jackstr01,39,80,,NL,NY1,Travis,Jackson,Travis Calvin,jackt101,jackstr01
MVP,1934,NL,lopezal01,1,80,0,NL,BRO,Al,Lopez,Alfonso Ramon,lopea102,lopezal01
MVP,1934,NL,moorejo02,42,80,,NL,NY1,Jo-Jo,Moore,Joe Gregg,moorj103,moorejo02
MVP,1934,NL,mungova01,1,80,0,NL,BRO,Van,Mungo,Van Lingle,mungv101,mungova01
MVP,1934,NL,ottme01,37,80,,NL,NY1,Mel,Ott,Melvin Thomas,ott-m101,ottme01
MVP,1934,NL,schumha02,16,80,,NL,NY1,Hal,Schumacher,Harold Henry,schuh103,schumha02
MVP,1934,NL,sladego01,5,80,0,NL,CIN,Gordon,Slade,Gordon Leigh,sladg101,sladego01
MVP,1934,NL,terrybi01,30,80,,NL,NY1,Bill,Terry,William Harold,terrb101,terrybi01
MVP,1934,NL,vaughar01,1,80,0,NL,PIT,Arky,Vaughan,Joseph Floyd,vauga101,vaughar01
MVP,1934,NL,wanerpa01,50,80,,NL,PIT,Paul,Waner,Paul Glee,wanep101,wanerpa01
MVP,1934,NL,warnelo01,10,80,,NL,CHN,Lon,Warneke,Lonnie,warnl101,warnelo01
MVP,1935,AL,allenjo02,5,80,0,AL,NYA,Johnny,Allen,John Thomas,allej102,allenjo02
MVP,1935,AL,applilu01,7,80,0,AL,CHA,Luke,Appling,Lucius Benjamin,appll101,applilu01
MVP,1935,AL,aukerel01,2,80,0,AL,DET,Elden,Auker,Elden LeRoy,aukee101,aukerel01
MVP,1935,AL,bonurze01,7,80,0,AL,CHA,Zeke,Bonura,Henry John,bonuz101,bonurze01
MVP,1935,AL,bridgto01,11,80,0,AL,DET,Tommy,Bridges,Thomas Jefferson Davis,bridt101,bridgto01
MVP,1935,AL,cochrmi01,24,80,0,AL,DET,Mickey,Cochrane,Gordon Stanley,cochm101,cochrmi01
MVP,1935,AL,cramedo01,18,80,0,AL,PHA,Doc,Cramer,Roger Maxwell,cramd102,cramedo01
MVP,1935,AL,ferrewe01,62,80,0,AL,BOS,Wes,Ferrell,Wesley Cheek,ferrw101,ferrewe01
MVP,1935,AL,foxxji01,11,80,0,AL,PHA,Jimmie,Foxx,James Emory,foxxj101,foxxji01
MVP,1935,AL,gehrich01,26,80,0,AL,DET,Charlie,Gehringer,Charles Leonard,gehrc101,gehrich01
MVP,1935,AL,gehrilo01,29,80,0,AL,NYA,Lou,Gehrig,Henry Louis,gehrl101,gehrilo01
MVP,1935,AL,greenha01,80,80,8,AL,DET,Hank,Greenberg,Henry Benjamin,greeh102,greenha01
MVP,1935,AL,grovele01,8,80,0,AL,BOS,Lefty,Grove,Robert Moses,grovl101,grovele01
MVP,1935,AL,hardeme01,2,80,0,AL,CLE,Mel,Harder,Melvin Leroy,hardm101,hardeme01
MVP,1935,AL,hemslro01,16,80,0,AL,SLA,Rollie,Hemsley,Ralston Burdett,hemsr101,hemslro01
MVP,1935,AL,higgipi01,3,80,0,AL,PHA,Pinky,Higgins,Michael Franklin,higgm101,higgipi01
MVP,1935,AL,laryly01,1,80,0,AL,---,Lyn,Lary,Lynford Hobart,laryl101,laryly01
MVP,1935,AL,lyonste01,10,80,0,AL,CHA,Ted,Lyons,Theodore Amar,lyont102,lyonste01
MVP,1935,AL,marcujo01,3,80,0,AL,PHA,Johnny,Marcum,John Alfred,marcj101,marcujo01
MVP,1935,AL,myerbu01,36,80,0,AL,WS1,Buddy,Myer,Charles Solomon,myerb103,myerbu01
MVP,1935,AL,sewellu01,7,80,0,AL,CHA,Luke,Sewell,James Luther,sewel101,sewellu01
MVP,1935,AL,soltemo01,16,80,0,AL,---,Moose,Solters,Julius Joseph,soltm101,soltemo01
MVP,1935,AL,vosmijo01,39,80,0,AL,CLE,Joe,Vosmik,Joseph Franklin,vosmj101,vosmijo01
MVP,1935,AL,whitejo02,4,80,0,AL,CHA,John,Whitehead,John Henderson,whitj101,whitejo02
MVP,1935,NL,allenet01,4,80,0,NL,PHI,Ethan,Allen,Ethan Nathan,allee101,allenet01
MVP,1935,NL,bergewa01,20,80,,NL,BSN,Wally,Berger,Walter Anton,bergw101,bergewa01
MVP,1935,NL,blantcy01,5,80,0,NL,PIT,Cy,Blanton,Darrell Elijah,blanc101,blantcy01
MVP,1935,NL,camildo01,1,80,0,NL,PHI,Dolph,Camilli,Adolph Louis,camid102,camildo01
MVP,1935,NL,colliri02,2,80,0,NL,SLN,Ripper,Collins,James Anthony,collr101,colliri02
MVP,1935,NL,daviscu01,2,80,0,NL,PHI,Curt,Davis,Curtis Benton,davic103,daviscu01
MVP,1935,NL,deandi01,66,80,,NL,SLN,Dizzy,Dean,Jay Hanna,deand102,deandi01
MVP,1935,NL,deanpa01,2,80,0,NL,SLN,Paul,Dean,Paul Dee,deanp101,deanpa01
MVP,1935,NL,derripa01,4,80,0,NL,CIN,Paul,Derringer,Samuel Paul,derrp101,derripa01
MVP,1935,NL,friscfr01,7,80,0,NL,SLN,Frankie,Frisch,Frank Francis,frisf101,friscfr01
MVP,1935,NL,galanau01,18,80,,NL,CHN,Augie,Galan,August John,galaa101,galanau01
MVP,1935,NL,hartnga01,75,80,,NL,CHN,Gabby,Hartnett,Charles Leo,hartg103,hartnga01
MVP,1935,NL,hermabi01,38,80,,NL,CHN,Billy,Herman,William Jennings Bryan,hermb101,hermabi01
MVP,1935,NL,hubbeca01,20,80,,NL,NY1,Carl,Hubbell,Carl Owen,hubbc101,hubbeca01
MVP,1935,NL,jackstr01,1,80,0,NL,NY1,Travis,Jackson,Travis Calvin,jackt101,jackstr01
MVP,1935,NL,leebi02,1,80,0,NL,CHN,Bill,Lee,William Crutcher,lee-b103,leebi02
MVP,1935,NL,leibeha01,11,80,,NL,NY1,Hank,Leiber,Henry Edward,leibh101,leibeha01
MVP,1935,NL,lombaer01,8,80,0,NL,CIN,Ernie,Lombardi,Ernesto Natali,lombe101,lombaer01
MVP,1935,NL,mancugu01,4,80,0,NL,NY1,Gus,Mancuso,August Rodney,mancg101,mancugu01
MVP,1935,NL,martipe01,16,80,,NL,SLN,Pepper,Martin,Johnny Leonard Roosevelt,martp103,martipe01
